KO	Avg	Std	Std/Avg	#species	#genes	avg-genes-per-species	std	length	%min_0.05	%min_0.1	%min_0.2	%min_0.3	%min_0.4	%min_0.5	mean_cons	med_cons	q1	q2	q3	q4	q5	q6	q7	q8	q9	GC_Max	GC_Min	GC_Mean	GC_Median	GC_Std	GC_MAD	Recall_normByKOtop20	Precision_normByKOtop20	Recall_highestGenes	Precision_highestGenes
K00135	1440.280281	74.287456	0.051578	1362.000000	2419.000000	1.776065	1.264650	1750.000000	0.898000	0.854000	0.825000	0.794000	0.655000	0.463000	0.130000	0.002280	5.710000e-04	0.001140	0.001140	0.001710	0.002280	0.004000	0.011400	0.327000	0.554000	0.764000	0.244000	0.583000	0.601000	0.105000	0.071800	0.916844	0.899771	0.941306	0.963872
K00137	1429.662338	36.743983	0.025701	219.000000	231.000000	1.054795	0.228100	231.000000	6.277000	6.268000	6.168000	6.164000	5.883000	5.285000	0.665000	0.722000	0.017300	0.432000	0.536000	0.623000	0.722000	0.835000	0.939000	0.987000	0.995000	0.728000	0.356000	0.588000	0.560000	0.063000	0.036400	0.966881	0.994699	0.958846	1.000000
K00138	1549.336134	29.468247	0.019020	119.000000	119.000000	1.000000	0.000000	119.000000	13.689000	13.663000	12.932000	12.932000	12.924000	12.815000	0.865000	0.983000	0.571000	0.722000	0.890000	0.949000	0.983000	1.000000	1.000000	1.000000	1.000000	0.609000	0.528000	0.551000	0.549000	0.012700	0.003240	0.960523	1.000000	0.957188	1.000000
K00140	1502.311969	97.604713	0.064970	877.000000	1295.000000	1.476625	0.776930	1352.000000	1.150000	1.125000	1.113000	1.097000	1.001000	0.783000	0.146000	7.390000e-04	7.390000e-04	7.390000e-04	7.390000e-04	7.390000e-04	7.390000e-04	0.001470	0.007390	0.390000	0.650000	0.762000	0.301000	0.590000	0.624000	0.100000	0.056800	0.972294	0.979887	0.975212	0.996692
K00145	1015.490217	52.164471	0.051369	1752.000000	1840.000000	1.050228	0.218478	1840.000000	0.660000	0.620000	0.564000	0.490000	0.352000	0.248000	0.134000	0.004340	5.430000e-04	5.430000e-04	0.001630	0.002710	0.004340	0.008690	0.032600	0.317000	0.517000	0.767000	0.197000	0.538000	0.538000	0.128000	0.107000	0.986511	0.998903	0.989759	1.000000
K00146	1494.515419	30.823843	0.020625	201.000000	227.000000	1.129353	0.378397	227.000000	6.762000	6.731000	6.629000	6.519000	5.814000	4.528000	0.480000	0.502000	0.004400	0.008810	0.339000	0.431000	0.502000	0.572000	0.678000	0.841000	0.977000	0.745000	0.394000	0.599000	0.628000	0.092000	0.075300	0.719152	0.924576	0.670441	1.000000
K00147	1266.041778	52.003910	0.041076	1776.000000	1867.000000	1.051239	0.228081	1350.000000	1.012000	0.960000	0.929000	0.890000	0.688000	0.526000	0.206000	0.008140	7.400000e-04	0.001480	0.001480	0.003700	0.008140	0.022200	0.332000	0.481000	0.722000	0.768000	0.252000	0.538000	0.543000	0.117000	0.101000	0.966213	0.998598	0.966583	0.999994
K00148	1195.360825	43.620879	0.036492	178.000000	194.000000	1.089888	0.286828	194.000000	6.500000	6.335000	6.201000	6.128000	5.912000	5.185000	0.484000	0.551000	0.005150	0.010300	0.041200	0.443000	0.551000	0.664000	0.752000	0.865000	0.979000	0.767000	0.379000	0.635000	0.652000	0.063300	0.025700	0.952942	0.907435	0.971066	0.976580
K00150	1031.560440	29.106628	0.028216	245.000000	273.000000	1.114286	0.343559	273.000000	4.476000	4.366000	4.040000	3.512000	2.597000	1.868000	0.305000	0.289000	0.003660	0.007320	0.018300	0.124000	0.289000	0.369000	0.461000	0.586000	0.717000	0.698000	0.319000	0.501000	0.493000	0.102000	0.087600	0.916773	0.997906	0.985309	1.000000
K00151	1479.336842	77.663359	0.052499	282.000000	285.000000	1.010638	0.102774	285.000000	5.561000	5.417000	5.217000	5.147000	4.947000	4.421000	0.575000	0.624000	0.010500	0.150000	0.470000	0.550000	0.624000	0.705000	0.800000	0.926000	0.989000	0.734000	0.391000	0.621000	0.623000	0.061200	0.038700	0.953172	0.977718	0.978197	1.000000
K00153	1092.069767	78.740048	0.072102	155.000000	172.000000	1.109677	0.404002	172.000000	6.465000	6.337000	6.313000	6.308000	6.197000	5.866000	0.425000	0.447000	0.005810	0.005810	0.005810	0.011600	0.447000	0.633000	0.813000	0.941000	0.994000	0.748000	0.538000	0.679000	0.682000	0.041900	0.023400	0.953380	0.961080	0.953783	1.000000
K00154	1425.440678	83.131441	0.058320	312.000000	354.000000	1.134615	0.386035	354.000000	4.355000	4.132000	4.022000	3.923000	3.355000	2.429000	0.375000	0.398000	0.002820	0.008470	0.028200	0.166000	0.398000	0.463000	0.553000	0.697000	0.912000	0.733000	0.375000	0.585000	0.621000	0.102000	0.063000	0.967245	0.997207	0.976296	1.000000
K00155	1414.266055	227.606127	0.160936	57.000000	109.000000	1.912281	2.115257	121.000000	15.074000	13.685000	12.371000	10.933000	8.462000	5.446000	0.226000	0.049500	0.008260	0.016500	0.024700	0.033000	0.049500	0.214000	0.380000	0.479000	0.619000	0.721000	0.386000	0.621000	0.649000	0.080700	0.035400	0.544425	0.875851	0.599622	0.927065
K00156	1746.969651	71.699235	0.041042	559.000000	659.000000	1.178891	0.463953	659.000000	2.830000	2.801000	2.699000	2.596000	2.347000	1.851000	0.384000	0.418000	0.001510	0.003030	0.012100	0.180000	0.418000	0.506000	0.603000	0.707000	0.905000	0.763000	0.346000	0.609000	0.624000	0.085300	0.063400	0.976689	0.984879	0.988655	1.000000
K00158	1722.265306	175.657840	0.101992	239.000000	294.000000	1.230126	0.756882	294.000000	6.374000	6.210000	6.013000	5.789000	4.972000	3.741000	0.426000	0.448000	0.006800	0.010200	0.142000	0.374000	0.448000	0.517000	0.608000	0.738000	0.911000	0.662000	0.342000	0.434000	0.429000	0.061500	0.042400	0.933402	0.995524	0.986820	1.000000
K00161	1047.821069	74.826346	0.071411	1417.000000	1984.000000	1.400141	0.822580	1441.000000	0.960000	0.832000	0.735000	0.630000	0.455000	0.321000	0.118000	0.003460	6.930000e-04	6.930000e-04	0.001380	0.002080	0.003460	0.009020	0.030500	0.232000	0.474000	0.774000	0.268000	0.536000	0.530000	0.126000	0.115000	0.953207	0.993113	0.966896	1.000000
K00162	1028.793750	122.892083	0.119453	1416.000000	1920.000000	1.355932	0.784393	1392.000000	0.915000	0.727000	0.704000	0.673000	0.527000	0.390000	0.181000	0.010700	7.180000e-04	7.180000e-04	0.002150	0.004310	0.010700	0.040200	0.089000	0.419000	0.686000	0.755000	0.282000	0.531000	0.513000	0.123000	0.114000	0.937134	0.989765	0.972290	0.999831
K00163	2658.254417	180.334214	0.067839	955.000000	1132.000000	1.185340	0.478242	1132.000000	2.581000	2.447000	2.375000	2.318000	2.087000	1.703000	0.283000	0.017600	8.830000e-04	0.001760	0.002650	0.004410	0.017600	0.324000	0.498000	0.669000	0.878000	0.803000	0.254000	0.579000	0.608000	0.103000	0.069200	0.992591	0.999908	0.992145	1.000000
K00164	2897.170588	270.638490	0.093415	1331.000000	1360.000000	1.021788	0.146046	1140.000000	3.250000	2.729000	2.473000	2.302000	1.833000	1.399000	0.188000	0.014900	8.770000e-04	8.770000e-04	0.001750	0.004380	0.014900	0.043800	0.171000	0.434000	0.675000	0.722000	0.137000	0.517000	0.531000	0.112000	0.104000	0.962015	0.999423	0.990822	0.999958
K00166	1105.090244	116.573404	0.105488	404.000000	410.000000	1.014851	0.121108	451.000000	3.006000	2.891000	2.607000	2.321000	1.778000	1.254000	0.216000	0.015500	0.002210	0.002210	0.004430	0.006650	0.015500	0.137000	0.343000	0.476000	0.682000	0.760000	0.349000	0.532000	0.513000	0.108000	0.109000	0.889794	0.916284	0.906009	0.923077
K00167	998.812048	29.339975	0.029375	408.000000	415.000000	1.017157	0.130015	455.000000	2.476000	2.323000	2.237000	2.134000	1.815000	1.435000	0.317000	0.107000	0.002190	0.004390	0.010900	0.021900	0.107000	0.391000	0.509000	0.663000	0.936000	0.737000	0.344000	0.531000	0.519000	0.110000	0.102000	0.875377	0.901972	0.918701	0.925926
K00169	1265.942918	272.887205	0.215560	340.000000	473.000000	1.391176	0.649423	473.000000	3.539000	2.678000	2.530000	2.350000	1.765000	1.268000	0.198000	0.042200	0.004220	0.010500	0.019000	0.029500	0.042200	0.061300	0.289000	0.427000	0.670000	0.724000	0.334000	0.483000	0.462000	0.085800	0.056600	0.961655	0.942013	0.969450	0.982204
K00170	937.506818	70.084719	0.074756	315.000000	440.000000	1.396825	0.661490	440.000000	2.540000	2.270000	2.152000	1.945000	1.470000	1.152000	0.215000	0.029500	0.002270	0.002270	0.006810	0.011300	0.029500	0.068100	0.329000	0.472000	0.702000	0.726000	0.331000	0.482000	0.463000	0.084100	0.057600	0.964564	0.944533	0.974153	0.976895
K00171	339.688000	162.264066	0.477686	288.000000	375.000000	1.302083	0.580516	375.000000	1.277000	1.136000	0.786000	0.688000	0.528000	0.378000	0.116000	0.032000	0.005330	0.008000	0.018600	0.032000	0.032000	0.034600	0.040000	0.154000	0.410000	0.660000	0.092800	0.450000	0.435000	0.077000	0.044500	0.937742	0.851717	1.000000	1.000000
K00172	620.320366	148.661684	0.239653	332.000000	437.000000	1.316265	0.549078	437.000000	1.887000	1.478000	1.290000	1.162000	0.860000	0.647000	0.128000	0.020500	0.002280	0.004570	0.006860	0.013700	0.020500	0.032000	0.045700	0.187000	0.498000	0.756000	0.316000	0.467000	0.444000	0.087300	0.051100	0.961076	0.971565	0.993914	1.000000
K00174	1512.593777	360.524377	0.238348	824.000000	1157.000000	1.404126	0.699267	1157.000000	1.935000	1.757000	1.413000	1.000000	0.677000	0.457000	0.127000	0.007770	8.640000e-04	0.001720	0.002590	0.004320	0.007770	0.019800	0.112000	0.265000	0.437000	0.733000	0.217000	0.516000	0.501000	0.118000	0.111000	0.978352	0.993272	0.979015	0.999825
K00175	886.966667	112.127096	0.126416	825.000000	1170.000000	1.418182	0.709443	1170.000000	1.074000	0.953000	0.726000	0.604000	0.436000	0.303000	0.141000	0.008540	8.540000e-04	8.540000e-04	0.001700	0.004270	0.008540	0.026400	0.117000	0.299000	0.499000	0.733000	0.213000	0.510000	0.495000	0.115000	0.108000	0.987042	0.989423	0.982980	0.992250
K00176	250.722458	49.799740	0.198625	363.000000	472.000000	1.300275	0.576400	472.000000	0.798000	0.739000	0.514000	0.434000	0.302000	0.224000	0.149000	0.016900	0.002110	0.002110	0.006350	0.010500	0.016900	0.038100	0.139000	0.309000	0.506000	0.715000	0.264000	0.447000	0.449000	0.088600	0.069100	0.959436	0.809561	1.000000	1.000000
K00177	554.212121	22.643011	0.040856	371.000000	495.000000	1.334232	0.570811	495.000000	1.301000	1.224000	1.105000	1.002000	0.725000	0.513000	0.210000	0.020200	0.002020	0.002020	0.004040	0.008080	0.020200	0.133000	0.337000	0.454000	0.656000	0.720000	0.289000	0.464000	0.438000	0.100000	0.071400	0.983257	0.981952	0.984905	1.000000
K00179	1826.744136	195.541978	0.107044	341.000000	469.000000	1.375367	0.589000	469.000000	5.117000	4.281000	3.820000	3.298000	2.434000	1.778000	0.169000	0.012700	0.002130	0.004260	0.004260	0.008520	0.012700	0.040500	0.155000	0.366000	0.592000	0.743000	0.296000	0.521000	0.513000	0.106000	0.090600	0.980681	0.989081	0.981402	1.000000
K00180	671.940000	276.764368	0.411889	337.000000	450.000000	1.335312	0.595394	450.000000	2.713000	1.473000	1.308000	1.124000	0.780000	0.575000	0.120000	0.033300	0.002220	0.004440	0.006660	0.013300	0.033300	0.048800	0.066600	0.117000	0.428000	0.752000	0.257000	0.515000	0.508000	0.121000	0.103000	0.970448	0.998287	0.975010	1.000000
K00183	2454.777778	88.872135	0.036204	18.000000	27.000000	1.500000	0.923548	27.000000	105.148000	102.407000	95.888000	88.703000	75.555000	53.111000	0.438000	0.444000	0.037000	0.074000	0.296000	0.370000	0.444000	0.518000	0.592000	0.666000	0.851000	0.667000	0.405000	0.564000	0.596000	0.081700	0.066300	0.785474	0.980751	0.789844	1.000000
K00184	1788.016304	1113.116936	0.622543	264.000000	368.000000	1.393939	0.852262	368.000000	9.847000	8.350000	4.877000	2.951000	1.801000	0.997000	0.088300	0.010800	0.002710	0.002710	0.002710	0.005430	0.010800	0.021700	0.062500	0.157000	0.282000	0.772000	0.210000	0.552000	0.572000	0.118000	0.081800	0.893168	0.956549	0.830414	1.000000
K00185	1325.232955	148.947159	0.112393	267.000000	352.000000	1.318352	0.606791	352.000000	4.875000	4.232000	3.744000	3.355000	2.380000	1.607000	0.150000	0.019800	0.002840	0.002840	0.005680	0.011300	0.019800	0.031200	0.107000	0.357000	0.525000	0.718000	0.258000	0.534000	0.559000	0.107000	0.082800	0.905749	0.938036	0.943960	1.000000
K00198	1932.484615	157.294291	0.081395	159.000000	260.000000	1.635220	0.910010	260.000000	8.534000	7.873000	7.361000	6.834000	5.142000	3.780000	0.248000	0.042300	0.003840	0.003840	0.003840	0.011500	0.042300	0.292000	0.392000	0.526000	0.738000	0.702000	0.302000	0.483000	0.480000	0.101000	0.080400	0.954424	0.999383	0.965370	0.999432
K00208	801.643483	36.193943	0.045150	1468.000000	1711.000000	1.165531	0.454303	1711.000000	0.564000	0.481000	0.459000	0.440000	0.354000	0.268000	0.237000	0.034400	5.840000e-04	0.001160	0.002330	0.006420	0.034400	0.092900	0.388000	0.531000	0.780000	0.752000	0.207000	0.519000	0.532000	0.117000	0.107000	0.990115	0.997145	0.989953	1.000000
K00210	1092.954545	548.444526	0.501800	66.000000	66.000000	1.000000	0.000000	66.000000	36.560000	31.803000	17.121000	12.045000	7.530000	4.681000	0.223000	0.166000	0.015100	0.075700	0.106000	0.136000	0.166000	0.196000	0.272000	0.363000	0.500000	0.737000	0.237000	0.559000	0.601000	0.126000	0.109000	0.600035	0.991984	0.812216	1.000000
K00215	797.689526	84.051511	0.105369	2202.000000	2406.000000	1.092643	0.378368	2406.000000	0.410000	0.373000	0.329000	0.277000	0.196000	0.130000	0.080500	0.002900	4.150000e-04	4.150000e-04	8.310000e-04	0.001660	0.002900	0.006230	0.012000	0.032400	0.358000	0.787000	0.121000	0.516000	0.506000	0.130000	0.111000	0.978891	0.973739	0.977320	0.993760
K00216	767.816327	22.669081	0.029524	335.000000	343.000000	1.023881	0.171371	343.000000	2.422000	2.332000	2.247000	2.192000	1.970000	1.623000	0.392000	0.408000	0.002910	0.005830	0.014500	0.110000	0.408000	0.513000	0.609000	0.766000	0.967000	0.773000	0.364000	0.575000	0.579000	0.100000	0.055400	0.982950	0.998900	0.990068	1.000000
K00219	2014.327103	141.445674	0.070220	563.000000	642.000000	1.140320	0.438200	642.000000	3.204000	3.176000	3.155000	3.116000	2.817000	2.232000	0.230000	0.006230	0.001550	0.001550	0.001550	0.003110	0.006230	0.010900	0.401000	0.570000	0.866000	0.760000	0.334000	0.590000	0.597000	0.093300	0.071700	0.972098	0.965063	0.972845	1.000000
K00226	1002.196838	93.820930	0.093615	2186.000000	2530.000000	1.157365	0.390895	1828.000000	0.746000	0.669000	0.551000	0.428000	0.293000	0.204000	0.072900	0.002730	5.470000e-04	5.470000e-04	0.001090	0.001640	0.002730	0.004370	0.008200	0.030600	0.312000	0.774000	0.220000	0.512000	0.493000	0.123000	0.102000	0.976099	0.994770	0.978531	0.999995
K00228	922.316757	64.543839	0.069980	915.000000	925.000000	1.010929	0.104026	693.000000	1.659000	1.424000	1.334000	1.271000	1.096000	0.852000	0.175000	0.008650	0.001440	0.002880	0.004320	0.005770	0.008650	0.020200	0.072100	0.434000	0.676000	0.726000	0.270000	0.541000	0.548000	0.110000	0.091000	0.974774	0.999174	0.985512	1.000000
K00230	533.633188	50.304856	0.094269	391.000000	458.000000	1.171355	0.544245	458.000000	1.288000	1.213000	1.189000	1.135000	0.936000	0.707000	0.153000	0.006550	0.002180	0.002180	0.002180	0.004360	0.006550	0.008730	0.019600	0.401000	0.613000	0.766000	0.165000	0.493000	0.503000	0.106000	0.061000	0.999977	1.000000	1.000000	1.000000
K00231	1382.389344	128.411776	0.092891	654.000000	732.000000	1.119266	0.324349	560.000000	3.283000	2.991000	2.533000	2.064000	1.283000	0.798000	0.090600	0.003570	0.001780	0.001780	0.001780	0.001780	0.003570	0.008920	0.017800	0.117000	0.376000	0.815000	0.305000	0.547000	0.525000	0.139000	0.112000	0.973038	0.993252	0.977087	0.999853
K00239	1808.535338	116.874540	0.064624	1737.000000	1995.000000	1.148532	0.405662	1995.000000	1.119000	1.007000	0.906000	0.841000	0.669000	0.484000	0.146000	0.004510	5.010000e-04	5.010000e-04	0.001000	0.002000	0.004510	0.010000	0.049100	0.352000	0.579000	0.741000	0.260000	0.553000	0.568000	0.106000	0.087200	0.975216	0.993475	0.985413	0.999830
K00240	766.824806	85.616004	0.111650	1685.000000	1935.000000	1.148368	0.399605	1935.000000	0.551000	0.456000	0.381000	0.344000	0.275000	0.197000	0.102000	0.005160	5.160000e-04	0.001030	0.001550	0.002580	0.005160	0.009300	0.021100	0.094500	0.454000	0.749000	0.267000	0.533000	0.545000	0.105000	0.087300	0.978455	0.987511	0.984198	0.995598
K00241	495.822581	163.768378	0.330296	1550.000000	1674.000000	1.080000	0.276097	1674.000000	0.577000	0.443000	0.270000	0.173000	0.096700	0.050700	0.053200	0.003580	5.970000e-04	5.970000e-04	0.001190	0.002380	0.003580	0.008960	0.017300	0.047100	0.183000	0.754000	0.185000	0.504000	0.498000	0.109000	0.096000	0.950618	0.996519	0.937640	0.999703
K00242	378.062192	40.546478	0.107248	995.000000	1013.000000	1.018090	0.140688	1013.000000	0.519000	0.429000	0.375000	0.330000	0.255000	0.174000	0.164000	0.019700	9.870000e-04	0.002960	0.003940	0.006910	0.019700	0.050300	0.172000	0.399000	0.558000	0.716000	0.215000	0.529000	0.548000	0.109000	0.074800	0.949656	1.000000	0.956698	1.000000
K00243	857.056522	53.823460	0.062800	690.000000	690.000000	1.000000	0.000000	690.000000	1.459000	1.339000	1.275000	1.169000	0.886000	0.586000	0.190000	0.007240	0.001440	0.001440	0.001440	0.002890	0.007240	0.036200	0.318000	0.447000	0.615000	0.727000	0.236000	0.425000	0.411000	0.086500	0.045900	0.993906	1.000000	0.993906	1.000000
K00244	1817.310811	359.709679	0.197935	670.000000	888.000000	1.325373	0.776205	888.000000	4.084000	2.753000	2.134000	1.670000	1.128000	0.665000	0.109000	0.016800	0.001120	0.002250	0.004500	0.006750	0.016800	0.037100	0.065300	0.174000	0.399000	0.769000	0.323000	0.517000	0.517000	0.096600	0.071600	0.948282	0.956724	0.968143	0.999969
K00245	794.153226	190.795487	0.240250	476.000000	496.000000	1.042017	0.200839	496.000000	2.161000	1.580000	1.520000	1.481000	1.366000	1.102000	0.171000	0.026200	0.002010	0.004030	0.004030	0.006040	0.026200	0.040300	0.062500	0.455000	0.647000	0.729000	0.259000	0.507000	0.527000	0.085200	0.056800	0.967069	0.992289	0.993768	0.998072
K00246	527.127389	184.422228	0.349863	434.000000	471.000000	1.085253	0.346029	471.000000	1.970000	1.783000	1.343000	0.968000	0.690000	0.452000	0.118000	0.004240	0.002120	0.002120	0.004240	0.004240	0.004240	0.008490	0.106000	0.235000	0.447000	0.763000	0.309000	0.490000	0.489000	0.084500	0.053000	0.942199	0.983943	0.956625	0.984131
K00247	362.141379	23.218624	0.064115	290.000000	290.000000	1.000000	0.000000	290.000000	1.348000	1.324000	1.248000	1.241000	1.186000	1.082000	0.322000	0.024100	0.003440	0.003440	0.003440	0.003440	0.024100	0.431000	0.624000	0.755000	0.906000	0.729000	0.356000	0.541000	0.544000	0.076000	0.035200	0.882006	1.000000	0.876312	1.000000
K00248	1398.905263	326.103114	0.233113	212.000000	285.000000	1.344340	0.796507	285.000000	6.919000	6.575000	5.494000	4.312000	3.094000	2.045000	0.207000	0.038500	0.003500	0.003500	0.007010	0.014000	0.038500	0.189000	0.308000	0.428000	0.600000	0.732000	0.326000	0.551000	0.599000	0.131000	0.093300	0.762761	0.725339	0.932247	0.969921
K00249	1247.813221	206.982942	0.165877	349.000000	1301.000000	3.727794	4.122109	1233.000000	1.281000	1.091000	0.971000	0.871000	0.676000	0.431000	0.056000	0.004860	8.110000e-04	8.110000e-04	0.001620	0.003240	0.004860	0.007290	0.011300	0.017800	0.147000	0.787000	0.316000	0.635000	0.654000	0.077700	0.029900	0.880292	0.713583	0.788330	0.955237
K00252	1200.469251	75.579265	0.062958	630.000000	748.000000	1.187302	0.549459	786.000000	1.648000	1.554000	1.506000	1.486000	1.382000	1.094000	0.179000	0.002540	0.001270	0.001270	0.001270	0.001270	0.002540	0.003810	0.029200	0.486000	0.718000	0.750000	0.354000	0.603000	0.644000	0.098100	0.038600	0.975849	0.963688	0.976473	1.000000
K00253	1170.221130	23.816318	0.020352	390.000000	407.000000	1.043590	0.216652	446.000000	2.735000	2.665000	2.632000	2.609000	2.513000	2.215000	0.238000	0.004480	0.002240	0.002240	0.002240	0.002240	0.004480	0.008960	0.410000	0.643000	0.903000	0.697000	0.399000	0.592000	0.626000	0.079000	0.035400	0.883010	0.798760	0.816854	0.918166
K00257	1348.919144	332.611834	0.246577	435.000000	1682.000000	3.866667	4.758758	1711.000000	1.237000	1.023000	0.718000	0.603000	0.433000	0.278000	0.043700	0.002330	5.840000e-04	5.840000e-04	0.001160	0.001750	0.002330	0.004670	0.007590	0.014000	0.102000	0.798000	0.323000	0.620000	0.656000	0.097100	0.031900	0.802804	0.818348	0.680717	0.948090
K00259	1104.639384	119.123225	0.107839	1034.000000	1234.000000	1.193424	0.418955	1234.000000	0.940000	0.923000	0.903000	0.848000	0.665000	0.527000	0.294000	0.045300	8.100000e-04	0.001620	0.003240	0.009720	0.045300	0.345000	0.470000	0.632000	0.888000	0.757000	0.290000	0.527000	0.502000	0.122000	0.105000	0.931403	0.995863	0.947008	1.000000
